 n_tracks  m_inv_GeV  N_e  N_mu  N_K  N_p
        2   2.703086    0     0    0    0
        2   0.436657    0     1    0    0
        2   0.741087    0     2    0    0
        2   1.512003    0     1    0    0
        2   0.348120    0     1    0    0
        2   1.122996    0     2    0    0
        2   2.393014    0     0    1    0
        2   2.790793    0     0    0    0
        2   1.191255    0     0    0    0
        2   0.289685    0     0    0    0
        2   1.692826    0     0    0    0
        2   0.693409    0     0    0    0
        2   0.310050    0     1    0    0
        2   0.874681    0     1    0    0
        2   0.541523    0     1    0    0
        2   1.126276    0     0    0    0
        2   0.594131    0     0    0    0
        2   0.936377    0     0    0    0
        2   1.328848    0     1    0    0
        2   0.516492    0     0    0    0
        2   0.321492    0     0    0    0
        2   0.763700    0     1    0    0
        2   0.892412    0     1    0    0
        2   0.471582    0     1    0    0
        2   0.444218    0     1    0    0
        2   2.318897    0     0    1    0
        2   0.389046    0     1    0    0
        2   2.306733    0     1    0    0
        2   0.969609    0     0    0    0
        2   1.392954    0     0    0    0
        2   0.385716    0     1    0    0
        2   0.970097    0     1    0    0
        2   0.325714    0     0    0    0
        2   1.671467    0     2    0    0
        2   0.568571    0     0    0    0
        2   0.884601    0     1    0    0
        2   0.850944    0     2    0    0
        2   2.110301    0     0    0    0
        2   0.533333    0     1    0    0
        2   0.282081    0     1    0    0
        2   0.397501    1     0    0    0
        2   1.738133    0     0    0    0
        2   0.354981    0     0    0    0
        2   4.574485    0     2    0    0
        2   4.293504    0     1    0    0
        2   4.290257    0     0    0    0
        2   2.746550    0     1    1    0
        2   0.624028    0     0    0    0
        2   0.628512    0     1    0    0
        2   0.408540    1     1    0    0
        2   0.308224    0     0    0    0
        2   0.555533    0     0    0    0
        2   0.973090    0     0    0    0
        2   3.941757    0     0    1    0
        2   1.406289    0     1    0    0
        2   0.591481    0     1    0    0
        2   1.510317    0     1    0    0
        2   1.350276    0     1    0    0
        2   0.376511    1     1    0    0
        2   1.740072    0     1    0    0
        2   0.983592    0     2    0    0
        2   0.787157    0     0    0    0
        2   0.286520    0     0    0    0
        2   0.317828    0     0    0    0
        2   0.573923    0     1    0    0
        2   1.027487    0     1    0    0
        2   0.697204    0     0    0    0
        2   1.569105    0     1    0    0
        2   0.903274    0     0    0    0
        2   0.369615    1     1    0    0
        2   1.124945    0     1    0    0
        2   0.720968    0     1    0    0
        2   0.985777    0     1    0    0
        2   1.186597    0     0    0    0
        2   1.098408    0     1    0    0
        2   4.649744    0     0    0    0
        2   0.404166    0     1    0    0
        2   0.334567    0     0    0    0
        2   0.498550    0     2    0    0
        2   2.751671    0     1    1    0
        2   0.504438    0     2    0    0
        2   0.719306    0     0    0    0
        2   0.311785    0     1    0    0
        2   2.374795    0     1    1    0
        2   0.753573    0     2    0    0
        2   1.500209    0     1    0    0
        2   0.890573    0     1    0    0
        2   1.899488    0     1    0    0
        2   0.749614    0     1    0    0
        2   0.323574    0     1    0    0
        2   0.425818    0     0    0    0
        2   0.602259    0     2    0    0
        2   2.084795    0     2    0    0
        2   0.388817    0     0    0    0
        2   0.848291    0     0    0    0
        2   1.730558    0     0    0    0
        2   0.388415    2     1    0    0
        2   1.270207    0     1    0    0
        2   0.561970    0     1    0    0
        2   0.764195    0     0    0    0
        2   0.921716    0     1    0    0
        2   0.333305    0     0    0    0
        2   0.389449    0     1    0    0
        2   1.688116    0     0    0    0
        2   2.103883    0     0    0    0
        2   0.568165    0     2    0    0
        2   1.215559    0     2    0    0
        2   1.488944    0     1    0    0
        2   0.392405    0     1    0    0
        2   2.348201    0     2    0    0
        2   0.289863    0     0    0    0
        2   2.242279    0     1    1    0
        2   0.543872    0     0    0    0
        2   1.112633    0     1    0    0
        2   0.572572    0     1    0    0
        2   0.978619    0     2    0    0
        2   1.929053    0     0    0    0
        2   0.282668    0     0    0    0
        2   0.495455    0     2    0    0
        2   0.611741    0     2    0    0
        2   2.553312    0     0    0    0
        2   0.403712    1     2    0    0
        2   0.854075    0     1    0    0
        2   5.852970    0     2    0    0
        2   0.304239    0     1    0    0
        2   0.906800    0     1    0    0
        2   2.177482    0     1    0    0
        2   0.367498    0     1    0    0
        2   0.757925    0     1    0    0
        2   0.420347    1     0    0    0
        2   0.704947    0     1    0    0
        2   2.107217    0     2    0    0
        2   3.389898    0     1    0    1
        2   1.752503    0     0    0    0
        2   0.495168    0     1    0    0
        2   4.899287    0     0    0    1
        2   1.257893    0     1    0    0
        2   0.874505    0     2    0    0
        2   0.321873    0     0    0    0
        2   0.385161    0     1    0    0
        2   0.741179    0     0    0    0
        2   0.755359    0     1    0    0
        2   2.204333    0     0    1    0
        2   2.594696    0     2    2    0
        2   0.319833    0     1    0    0
        2   0.766331    0     1    0    0
        2   0.947078    0     1    0    0
        2   2.050940    0     0    1    0
        2   3.294275    0     1    1    0
        2   0.531971    0     1    0    0
        2   1.191723    0     1    0    0
        2   0.623150    0     1    0    0
        2   1.242821    0     1    0    0
        2   0.479259    0     1    0    0
        2   1.369933    0     0    0    0
        2   1.041563    0     0    0    0
        2   0.441987    0     1    0    0
        2   1.186326    0     0    0    0
        2   0.559407    0     0    0    0
        2   1.909187    0     1    0    0
        2   0.322100    0     2    0    0
        2   0.320934    0     0    0    0
        2   2.703494    0     0    1    0
        2   0.335916    0     1    0    0
        2   0.383874    0     0    0    0
        2   0.719211    0     1    0    0
        2   0.437009    0     1    0    0
        2   1.053636    0     0    0    0
        2   0.899380    0     0    0    0
        2   0.659199    0     2    0    0
        2   0.935746    0     2    0    0
        2   0.535400    0     2    0    0
        2   0.611171    0     0    0    0
        2   0.861287    0     0    0    0
        2   4.805466    0     2    0    0
        2   0.522716    0     1    0    0
        2   1.288865    0     2    0    0
        2   0.728154    0     1    0    0
        2   0.282440    0     1    0    0
        2   0.285149    0     0    0    0
        2   1.804682    0     1    0    0
        2   1.863351    0     1    0    0
        2   0.490304    0     0    0    0
        2   1.412305    0     1    0    0
        2   1.136238    0     1    0    0
        2   0.495133    0     1    0    0
        2   2.660241    0     2    2    0
        2   0.723376    0     0    0    0
        2   0.702478    0     2    0    0
        2   0.642018    0     0    0    0
        2   1.410054    0     1    0    0
        2   0.635958    0     0    0    0
        2   3.293908    0     1    0    0
        2   1.364904    0     1    0    0
        2   1.382357    0     0    0    0
        2   0.359010    1     1    0    0
        2   1.132606    0     1    0    0
        2   0.453494    0     0    0    0
        2   0.653356    0     1    0    0
        2   0.347926    0     1    0    0
        2   0.518223    0     1    0    0
        2   0.462722    0     1    0    0
        2   0.991912    0     2    0    0
        2   1.740518    0     1    0    0
        2   0.637256    0     1    0    0
        2   1.105455    0     1    0    0
        2   0.546134    0     0    0    0
        2   0.472769    0     1    0    0
        2   0.520623    0     1    0    0
        2   0.509038    0     1    0    0
        2   0.324227    0     1    0    0
        2   3.028785    0     0    0    0
        2   0.703549    0     1    0    0
        2   1.916527    0     0    0    0
        2   0.391776    0     1    0    0
        2   0.439566    0     2    0    0
        2   0.899804    0     1    0    0
        2   0.403536    0     0    0    0
        2   1.166867    0     2    0    0
        2   0.614992    0     2    0    0
        2   0.376272    0     2    0    0
        2   0.555061    0     1    0    0
        2   2.723769    0     0    0    0
        2   2.370360    0     1    0    0
        2   0.909533    0     1    0    0
        2   0.505902    0     1    0    0
        2   0.757744    0     1    0    0
        2   0.975253    0     0    0    0
        2   0.764486    0     1    0    0
        2   0.301067    0     2    0    0
        2   0.342770    0     1    0    0
        2   0.369952    0     1    0    0
        2   0.308888    0     1    0    0
        2   0.340995    0     1    0    0
        2   1.972686    0     0    0    0
        2   1.749997    0     0    0    0
        2   0.910618    0     1    0    0
        2   0.335390    0     0    0    0
        2   0.664483    0     2    0    0
        2   2.572271    0     1    1    0
        2   1.386660    0     2    0    0
        2   1.311060    0     0    0    0
        2   1.072482    0     1    0    0
        2   1.157100    0     0    0    0
        2   0.920593    0     2    0    0
        2   1.657603    0     1    0    0
        2   0.495014    0     2    0    0
        2   0.325887    0     0    0    0
        2   0.799510    0     2    0    0
        2   1.759773    0     0    0    0
        2   0.661700    0     1    0    0
        2   0.299762    0     2    0    0
        2   1.028281    0     0    0    0
        2   0.512318    0     0    0    0
        2   2.174536    0     0    0    0
        2   0.279477    0     1    0    0
        2   4.563501    0     1    0    1
        2   2.767691    0     0    0    0
        2   2.598777    0     0    0    0
        2   3.163431    0     1    1    0
        2   0.433851    0     2    0    0
        2   0.377513    0     1    0    0
        2   1.178241    0     1    0    0
        2   2.639766    0     2    1    0
        2   2.585712    0     1    0    0
        2   0.365280    0     1    0    0
        2   0.817800    0     2    0    0
        2   0.716911    0     1    0    0
        2   1.965729    0     1    0    0
        2   2.497231    0     1    1    0
        2   0.307864    0     1    0    0
        2   0.347953    0     0    0    0
        2   1.108356    0     1    0    0
        2   3.210596    0     0    2    0
        2   0.918939    0     0    0    0
        2   0.625023    0     0    0    0
        2   0.855970    1     0    1    0
        2   1.280939    1     0    0    0
        2   2.796069    1     0    0    0
        2   0.619082    1     0    0    0
        2   1.665855    0     0    0    0
        2   0.924445    0     0    0    0
        2   0.632708    1     0    0    0
        2   3.817180    0     0    0    0
        2   2.616625    1     0    0    0
        2   2.015172    0     0    0    0
        2   0.538042    0     0    0    0
        2   0.350644    0     0    0    0
        2   0.751513    1     0    0    0
        2   0.288595    1     0    0    0
        2   0.982130    1     0    0    0
        2   1.290886    2     0    0    0
        2   0.591514    2     0    0    0
        2   4.202817    0     0    0    0
        2   0.672629    1     0    0    0
        2   0.548279    2     0    0    0
        2   0.943266    0     0    0    0
        2   0.375049    0     0    0    0
        2   1.220745    2     0    0    0
        2   0.289649    1     0    0    0
        2   0.288723    1     0    0    0
        2   0.604877    1     0    0    0
        2   0.290262    2     0    0    0
        2   0.286681    1     0    0    0
        2   0.673775    1     0    0    0
        2   0.403879    0     0    0    0
        2   0.377508    0     0    0    0
        2   0.294700    2     0    0    0
        2   2.144293    2     0    0    0
        2   0.492355    1     0    0    0
        2   2.254250    1     0    0    0
        2   0.657136    1     0    0    0
        2   1.043345    1     0    0    0
        2   0.289323    0     0    0    0
        2   0.750882    1     0    0    0
        2   0.647548    2     0    0    0
        2   0.493783    0     0    0    0
        2   0.349020    0     1    0    0
        2   0.334559    1     0    0    0
        2   0.326336    0     0    0    0
        2   1.670003    1     0    0    0
        2   5.885202    0     0    0    0
        2   0.474465    0     0    0    0
        2   0.409496    1     0    0    0
        2   0.533867    1     0    0    0
        2   0.289449    0     0    0    0
        2   0.704154    1     0    0    0
        2   1.253329    1     0    0    0
        2   0.923090    1     0    0    0
        2   1.055349    0     0    0    0
        2   0.983656    1     0    0    0
        2   1.833470    1     0    0    0
        2   0.618819    0     0    0    0
        2   0.406724    1     1    0    0
        2   2.038053    0     0    0    1
        2   0.513992    0     0    0    0
        2   1.101463    2     0    0    0
        2   0.415079    1     0    0    0
        2   0.894593    1     0    0    0
        2   0.302073    0     0    0    0
        2   1.036361    1     0    0    0
        2   0.309748    1     0    0    0
        2   0.281641    1     0    0    0
        2   1.871199    0     0    0    0
        2   0.899560    1     0    0    0
        2   0.395629    0     0    0    0
        2   1.299934    2     0    0    0
        2   0.311906    1     0    0    0
        2   0.279395    0     0    0    0
        2   0.726731    2     0    0    0
        2   0.331619    0     0    0    0
        2   0.677450    0     0    0    0
        2   1.488993    1     0    0    0
        2   0.335942    0     0    0    0
        2   1.186622    1     0    0    0
        2   0.708754    0     0    0    1
        2   0.440703    2     0    0    0
        2   0.369332    1     0    0    0
        2   1.124715    1     0    0    0
        2   0.500888    1     0    0    0
        2   2.258255    0     0    0    0
        2   0.279155    1     0    0    0
        2   0.326086    0     0    0    0
        2   1.113497    2     0    0    0
        2   0.598223    0     0    1    0
        2   0.455689    1     0    0    0
        2   0.926640    0     0    0    0
        2   0.377197    1     0    0    0
        2   0.357470    0     1    0    0
        2   0.563304    0     0    0    0
        2   0.413737    1     0    0    0
        2   0.438441    1     0    0    0
        2   3.379190    1     0    0    0
        2   1.994223    2     0    0    0
        2   1.753780    1     0    0    0
        2   0.378317    1     0    0    0
        2   0.772754    1     0    0    0
        2   0.773046    1     0    0    0
        2   0.947662    2     0    0    0
        2   0.848899    1     0    0    0
        2   0.528115    1     0    0    0
        2   0.293739    1     0    0    0
        2   0.780266    1     0    0    0
        2   0.358625    0     0    0    0
        2   1.349629    1     0    0    0
        2   0.282561    2     0    0    0
        2   1.304104    2     0    0    0
        2   0.662846    0     0    0    0
        2   1.692520    0     0    0    0
        2   0.287818    0     0    0    0
        2   0.758682    2     0    0    0
        2   0.300352    2     0    0    0
        2   0.340407    1     0    0    0
        2   1.532715    1     0    0    0
        2   1.669087    1     0    0    0
        2   0.799672    0     0    0    0
        2   0.299639    0     0    0    0
        2   0.303484    0     0    0    0
        2   0.605615    1     0    0    0
        2   0.558345    1     0    0    0
        2   1.383001    1     0    0    0
        2   1.047255    1     0    0    1
        2   0.352362    1     0    0    0
        2   0.581325    1     0    0    0
        2   2.962181    1     0    0    0
        2   0.471143    1     0    0    0
        2   1.104430    0     0    0    0
        2   0.280698    0     0    0    0
        2   1.143187    1     0    1    0
        2   0.834028    0     0    0    0
        2   2.018740    1     0    0    1
        2   0.384934    2     0    0    0
        2   4.413826    0     0    0    0
        2   0.365951    2     0    0    0
        2   1.280363    1     0    0    0
        2   0.279162    1     0    0    0
        2   0.993909    2     0    0    0
        2   0.531886    2     0    0    0
        2   0.649088    2     0    0    0
        2   0.296736    0     0    0    0
        2   1.193247    0     0    0    0
        2   2.626926    1     0    0    0
        2   3.807951    1     0    0    0
        2   0.350831    0     0    0    0
        2   0.762654    0     0    0    0
        2   0.291425    0     0    0    0
        2   1.362783    1     0    0    0
        2   1.107903    0     0    0    0
        2   0.339888    2     0    0    0
        2   2.170657    1     0    0    0
        2   0.488181    2     0    0    0
        2   0.313386    1     0    0    0
        2   0.409663    2     0    0    0
        2   0.383311    1     0    0    0
        2   0.283804    0     0    0    0
        2   0.411489    1     0    0    0
        2   0.404840    0     0    0    0
        2   0.304596    1     0    0    0
        2   0.619520    0     0    0    0
        2   5.422035    0     0    0    0
        2   0.296469    1     0    0    0
        2   0.516737    0     0    0    0
        2   0.279668    0     0    0    0
        2   2.947310    0     0    0    0
        2   1.652258    0     0    0    0
        2   0.284050    1     0    0    0
        2   0.962994    2     0    0    0
        2   0.427981    1     1    0    0
        2   0.293494    1     0    0    0
        2   0.569370    2     0    0    0
        2   0.683451    1     0    0    0
        2   1.808800    1     0    0    1
        2   0.637148    0     0    0    0
        2   0.818554    0     0    0    0
        2   0.713841    0     0    0    0
        2   0.534590    0     0    0    0
        2   0.329985    1     0    0    0
        2   1.498829    2     0    0    0
        2   0.566825    1     0    0    0
        2   5.508491    1     0    0    0
        2   0.359462    1     0    0    0
        2   1.508519    1     0    0    0
        2   4.040614    1     0    0    0
        2   1.451046    0     0    0    0
        2   0.701383    0     0    0    0
        2   0.756199    1     0    0    0
        2   0.471226    0     0    0    0
        2   0.707882    0     0    0    0
        2   1.069371    0     0    1    0
        2   5.658781    1     0    0    0
        2   0.877339    1     0    0    0
        2   1.891993    0     0    0    0
        2   0.279711    1     0    0    0
        2   5.968318    0     0    0    0
        2   0.827897    0     0    0    0
        2   0.415841    1     0    0    0
        2   1.288677    1     0    0    0
        2   1.185872    1     0    0    0
        2   0.279781    0     0    0    0
        2   0.426620    2     1    0    0
        2   3.108821    0     0    0    0
        2   0.817719    1     0    0    0
        2   0.302485    1     0    0    0
        2   0.621639    0     0    0    0
        2   0.279444    1     0    0    0
        2   0.322649    2     0    0    0
        2   1.497274    1     0    0    0
        2   0.781220    1     0    0    0
        2   2.450490    0     0    0    0
        2   0.367875    1     0    0    0
        2   0.455911    0     0    0    0
        2   1.351655    1     0    0    0
        2   2.372576    0     0    0    0
        2   1.126246    1     0    1    0
        2   1.940096    0     0    0    0
        2   2.258134    2     0    0    0
        2   0.751316    1     0    0    0
        2   0.567766    1     0    0    0
        2   0.285294    2     0    0    0
        2   0.453866    2     0    0    0
        2   0.358170    1     0    0    0
        2   1.125910    1     0    0    0
        2   1.696244    2     0    0    0
        2   0.770215    1     0    0    0
        2   0.524931    2     0    0    0
        2   2.005307    1     0    0    2
        2   0.319027    0     0    0    0
        2   0.383639    1     0    0    0
        2   1.337948    0     0    0    0
        2   0.488301    1     0    0    0
        2   1.920583    1     0    0    0
        2   0.972556    0     0    0    0
        2   0.318915    0     0    0    0
        2   0.284192    0     0    0    0
        2   0.496420    1     0    0    0
        2   0.287467    2     0    0    0
        2   0.619877    0     0    0    0
        2   1.438254    0     0    0    0
        2   1.770789    1     0    0    0
        2   0.516663    0     0    0    0
        2   0.598544    0     0    0    0
        2   0.480205    1     0    0    0
        2   0.376838    0     0    0    0
        2   0.309268    1     0    0    0
        2   0.715058    1     0    0    0
        2   2.461652    0     0    0    0
        2   0.985460    2     0    0    0
        2   0.391496    1     0    0    0
        2   0.393992    0     1    0    0
        2   1.198135    1     0    0    0
        2   0.751055    0     0    0    0
        2   0.282759    1     0    0    0
        2   2.077761    0     0    0    0
        2   1.103183    0     0    0    0
        2   0.465349    0     0    0    0
        2   1.599027    2     0    0    0
        2   0.908214    1     0    0    0
        2   0.506500    2     0    0    0
        2   0.725425    1     0    0    0
        2   3.389858    1     0    0    0
        2   0.363577    0     1    0    0
        2   0.773634    0     0    0    0
        2   0.292978    1     0    0    0
        2   0.565650    0     0    0    0
        2   1.579864    1     0    0    0
        2   0.393155    1     1    0    0
        2   0.293041    0     0    0    0
        2   5.358526    2     0    0    0
        2   0.399019    2     1    0    0
        2   1.604039    0     0    0    0
        2   0.287487    1     0    0    0
        2   0.638659    1     0    0    0
        2   0.284041    1     0    0    0
        2   0.423478    0     0    0    0
        2   0.769007    2     0    0    0
        2   0.362096    0     0    0    0
        2   0.296065    1     0    0    0
        2   0.818012    0     0    0    0
        2   0.700004    1     0    0    0
        2   4.314900    0     0    0    0
        2   0.520765    1     0    0    0
        2   0.490613    2     0    0    0
        2   1.243568    0     0    0    0
        2   2.624977    1     0    0    0
        2   0.409899    0     0    0    0
        2   0.284745    0     0    0    0
        2   1.671004    1     0    0    0
        2   0.280072    1     0    0    0
        2   0.653189    1     0    0    0
        2   1.705350    1     0    0    0
        2   0.323359    0     0    0    0
        2   0.302038    0     0    0    0
        2   0.893570    1     0    0    0
        2   0.279691    0     0    0    0
        2   0.552509    0     0    1    0
        2   0.524584    0     0    0    0
        2   2.437368    2     0    0    0
        2   0.298835    0     0    0    0
        2   0.319630    0     0    0    0
        2   0.345574    0     0    0    0
        2   6.836132    1     0    0    0
        2   2.064259    1     0    0    1
        2   0.524308    0     0    0    0
        2   0.339497    0     0    0    0
        2   1.446261    1     0    0    0
        2   0.408777    0     1    0    0
        2   0.424873    0     0    0    0
        2   0.738577    0     0    0    0
        2   0.464431    1     0    0    0
        2   0.473350    1     0    0    0
        2   1.470117    2     0    0    0
        2   1.444134    1     0    0    0
        2   0.288478    2     0    0    0
        2   0.469429    1     0    0    0
        2   1.733377    0     0    0    0
        2   0.282905    1     0    0    0
        2   0.981754    1     0    1    0
        2   0.472036    1     0    0    0
        2   0.368090    2     0    0    0
        2   1.896054    0     0    0    0
        2   1.290650    1     0    0    0
        2   1.966484    0     0    0    0
        2   0.392977    0     0    0    0
        2   0.761934    1     0    0    0
        2   0.364505    0     0    0    0
        2   0.288291    0     0    0    0
        2   0.298362    0     0    0    0
        2   0.569428    1     0    0    0
        2   0.522856    0     0    0    0
        2   2.149788    0     0    1    0
        2   0.403184    1     0    0    0
        2   0.744024    0     0    0    0
        2   1.293875    0     0    0    0
        2   0.567789    0     0    0    0
        2   1.243999    0     0    0    0
        2   0.291097    0     0    0    0
        2   0.358565    0     0    0    0
        2   0.373554    0     1    0    0
        2   0.729318    1     0    0    0
        2   0.788665    0     0    0    0
        2   0.281729    0     0    0    0
        2   0.279512    0     0    0    0
        2   0.530141    1     0    0    0
        2   1.490506    0     0    0    0
        2   1.650984    1     0    0    0
        2   0.635750    0     0    0    0
        2   0.294565    1     0    0    0
        2   1.606863    1     0    0    1
        2   2.061386    0     0    0    1
        2   0.304438    0     0    0    0
        2   0.321006    1     1    0    0
        2   0.920975    0     0    0    0
        2   0.303342    1     0    0    0
        2   2.143955    0     0    0    0
        2   0.375911    1     0    0    0
        2   1.258890    1     0    0    0
        2   0.287511    0     0    0    0
        2   0.281981    0     0    0    0
        2   0.529346    0     0    0    0
        2   0.680199    1     0    0    0
        2   1.156010    2     0    1    0
        2   0.342569    0     0    0    0
        2   0.441118    1     0    0    0
        2   0.281079    0     0    0    0
        2   0.553010    0     0    0    0
        2   0.310024    0     0    0    0
        2   1.211793    1     0    0    0
        2   0.281880    1     0    0    0
        2   1.382839    0     0    0    0
        2   0.936124    0     0    0    0
        2   0.361634    0     0    0    0
        2   0.498916    1     0    0    0
        2   1.146340    1     0    0    0
        2   1.529812    0     0    0    0
        2   0.420501    0     1    0    0
        2   0.544021    1     0    0    0
        2   1.872773    0     0    0    0
        2   1.621072    1     0    0    0
        2   0.510211    0     0    0    0
        2   1.132262    2     0    0    0
        2   0.470952    0     0    0    0
        2   0.452126    0     0    0    0
        2   2.689939    0     0    0    0
        2   1.553490    1     0    1    0
        2   0.281037    2     0    0    0
        2   0.569784    1     0    0    0
        2   0.876001    1     0    0    0
        2   0.280165    0     0    0    0
        2   0.481592    0     0    0    0
        2   0.280545    2     0    0    0
        2   0.320921    2     0    0    0
        2   1.443967    0     0    0    0
        2   0.283775    1     0    0    0
        2   0.360365    1     0    0    0
        2   0.283085    1     0    0    0
        2   0.307677    1     0    0    0
        2   1.553292    2     0    0    0
        2   0.317687    0     0    0    0
        2   0.308651    1     0    0    0
        2   2.911401    1     0    0    0
        2   0.499744    0     0    0    0
        2   0.522890    1     0    0    0
        2   0.291207    1     0    0    0
        2   0.401941    0     0    0    0
        2   0.334885    1     0    0    0
        2   4.467818    0     0    0    0
        2   2.628457    1     0    0    0
        2   0.578973    0     0    0    0
        2   0.365292    1     0    0    0
        2   0.349546    0     0    0    0
        2   0.637594    0     0    0    0
        2   1.716191    0     0    0    1
        2   0.393256    0     0    0    0
        2   0.345869    0     1    0    0
        2   0.290014    1     0    0    0
        2   0.354574    0     1    0    0
        2   0.573697    0     0    0    0
        2   2.837761    1     0    0    0
        2   0.336552    1     0    0    0
        2   2.178482    1     0    0    0
        2   1.885826    0     0    0    1
        2   1.623660    0     0    0    0
        2   0.636066    2     0    0    0
        2   1.273301    2     0    0    0
        2   2.005125    2     0    0    0
        2   2.366090    0     0    0    0
        2   0.280286    1     0    0    0
        2   0.365605    1     0    0    0
        2   1.052119    1     0    1    0
        2   0.282228    1     0    0    0
        2   3.450372    1     0    0    0
        2   0.279182    1     0    0    0
        2   0.630973    2     0    0    0
        2   0.515569    1     0    0    0
        2   3.302752    1     0    0    0
        2   5.805589    1     0    0    0
        2   0.550995    2     0    0    0
        2   0.553948    1     0    0    0
        2   1.281739    1     0    0    0
        2   0.810251    2     0    0    0
        2   0.810769    1     0    0    0
        2   2.843422    0     0    0    0
        2   0.774774    0     0    0    0
        2   0.322653    0     0    0    0
        2   0.279911    1     0    0    0
        2   0.303235    2     0    0    0
        2   0.423965    0     0    0    0
        2   0.347575    1     0    0    0
        2   0.290369    1     0    0    0
        2   1.448554    1     0    0    0
        2   0.310014    1     0    0    0
        2   0.510728    0     0    0    0
        2   0.895476    0     0    0    0
        2   2.857847    1     0    0    0
        2   0.927400    1     0    0    0
        2   0.949290    1     0    0    0
        2   2.271993    0     0    0    1
        2   2.720794    2     0    0    0
        2   0.279212    0     0    0    0
        2   0.510515    1     0    0    0
        2   0.560146    0     0    0    0
        2   0.280013    0     0    0    0
        2   0.279192    2     0    0    0
        2   0.376226    1     0    0    0
        2   1.405369    0     0    0    0
        2   1.088229    1     0    0    0
        2   0.579016    2     0    0    0
        2   0.315683    2     1    0    0
        2   0.955796    1     0    0    0
        2   0.611629    2     0    0    0
        2   0.519293    2     0    0    0
        2   0.453198    1     0    0    0
        2   1.979888    1     0    0    1
        2   0.958580    1     0    0    0
        2   0.279196    1     0    0    0
        2   0.558831    0     0    0    0
        2   0.526030    1     0    0    0
        2   0.281645    1     0    0    0
        2   0.340699    0     0    0    0
        2   1.326821    0     0    0    0
        2   0.294725    0     0    0    0
        2   1.486044    1     0    0    0
        2   6.195967    0     0    0    0
        2   1.545695    0     0    0    1
        2   0.856467    2     0    0    0
        2   0.870489    0     0    0    0
        2   0.289103    2     0    0    0
        2   1.348096    1     0    0    0
        2   1.554191    1     0    0    0
        2   2.032321    1     0    0    0
        2   2.311851    1     0    0    0
        2   0.281379    1     0    0    0
        2   1.524002    2     0    0    0
        2   1.034965    1     0    0    0
        2   0.286567    1     0    0    0
        2   0.293087    1     0    0    0
        2   1.149193    1     0    1    0
        2   0.496486    1     0    0    0
        2   0.529575    0     0    0    0
        2   0.402556    1     0    0    0
        2   0.613165    1     0    0    0
        2   0.363781    0     0    0    0
        2   3.245612    2     0    0    0
        2   0.348154    1     0    0    0
        2   0.292059    0     0    0    0
        2   1.230845    1     0    0    0
        2   0.538956    0     0    0    0
        2   1.799325    1     0    0    0
        2   0.455346    1     0    0    0
        2   2.538651    0     0    0    0
        2   0.892585    2     0    0    0
        2   1.664192    1     0    0    0
        2   0.883669    0     0    0    0
        2   0.340142    1     0    0    0
        2   0.578540    0     0    0    0
        2   0.283091    1     0    0    0
        2   0.765588    0     0    0    0
        2   0.529682    0     0    0    0
        2   0.827591    1     0    0    0
        2   2.780418    0     0    0    0
        2   0.489440    0     0    0    0
        2   0.357186    1     0    0    0
        2   0.379668    1     1    0    0
        2   0.422716    2     1    0    0
        2   1.541739    2     0    0    0
        2   0.787927    0     0    0    0
        2   0.427526    1     0    0    0
        2   0.320674    1     0    0    0
        2   0.346713    1     1    0    0
        2   0.849746    2     0    0    0
        2   4.623421    2     0    0    0
        2   0.433935    1     1    0    0
        2   2.372662    1     0    0    0
        2   1.372405    0     0    0    0
        2   0.614825    1     0    0    0
        2   0.644187    1     0    0    0
        2   0.472042    1     0    0    0
        2   0.766697    0     0    0    0
        2   1.281712    0     0    0    0
        2   1.013895    0     0    0    0
        2   1.387221    0     0    0    0
        2   0.304294    0     0    0    0
        2   1.409863    0     0    0    0
        2   0.992563    1     0    0    0
        2   1.244971    0     0    0    0
        2   1.368124    0     0    0    0
        2   4.566560    0     0    0    0
        2   0.455240    1     0    0    0
        2   0.942736    0     0    0    0
        2   3.931694    1     0    0    0
        2   0.298989    1     0    0    0
        2   0.703590    0     0    0    0
        2   0.290908    1     0    0    0
        2   0.279643    2     0    0    0
        2   0.961438    1     0    0    0
        2   0.299419    1     0    0    0
        2   0.454820    1     0    0    0
        2   1.142996    1     0    0    0
        2   1.068604    1     0    0    0
        2   0.344442    0     0    0    0
        2   0.361526    1     0    0    0
        2   2.243453    1     0    0    0
        2   0.355479    2     0    0    0
        2   1.539117    1     0    0    0
        2   3.465925    0     0    0    0
        2   0.335865    2     0    0    0
        2   1.635438    0     0    0    0
        2   2.239388    0     0    0    0
        2   0.797719    1     0    0    0
        2   0.414575    1     1    0    0
        2   2.677591    0     0    0    0
        2   2.594874    1     0    0    0
        2   1.059819    1     0    1    0
        2   1.325163    1     0    0    0
        2   1.835093    1     0    0    0
        2   1.135705    0     0    0    0
        2   1.947994    1     0    0    1
        2   0.985634    1     0    0    0
        2   0.283378    1     0    0    0
        2   3.871972    0     0    0    0
        2   0.554656    0     0    0    0
        2   0.446711    2     0    0    0
        2   0.279860    1     0    0    0
        2   1.640502    0     0    0    0
        2   0.779699    1     0    0    0
        2   0.361159    1     0    0    0
        2   2.064502    2     0    0    1
        2   0.483933    0     0    0    0
        2   0.285375    1     0    0    0
        2   2.043559    1     0    0    1
        2   0.332283    1     0    0    0
        2   0.961068    0     0    0    0
